company,product,typename,inches,ram,os,weight,price_euros,screen,screenw,screenh,touchscreen,ipspanel,retinadisplay,cpu_company,cpu_freq,cpu_model,primarystorage,secondarystorage,primarystoragetype,secondarystoragetype,gpu_company,gpu_model,price_category,total_storage,has_ssd,high_ram,cpu_brand,is_lightweight,high_resolution,price_per_gb_ram
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,274.99,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,1024,0,0,Intel,0,0,68.7475
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.0,1142.75,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 940MX,Mid-Range,256,1,0,Intel,0,1,142.84375
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,274.9,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics,Budget,500,0,0,Intel,0,0,68.725
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,899.0,Full HD,1920,1080,No,No,No,AMD,3.6,A12-Series 9720P,2048,0,HDD,No,AMD,Radeon 530,Mid-Range,2048,0,0,AMD,0,1,74.91666666666667
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,716.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 930MX ,Budget,1024,0,0,Intel,0,1,89.5
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,Premium,512,1,1,Intel,1,1,131.1875
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1579.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,256,1,0,Intel,1,1,197.375
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1129.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Mid-Range,2304,1,1,Intel,0,1,70.5625
HP,Stream 14-AX001nv,Notebook,14.0,2,Windows 10,1.44,279.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,Budget,32,0,0,Intel,1,0,139.5
Dell,Latitude 5590,Ultrabook,15.6,16,Windows 10,1.88,1607.96,Full HD,1920,1080,No,No,No,Intel,1.9,Core i7 8650U,512,256,SSD,SSD,Intel,UHD Graphics 620,Premium,768,1,1,Intel,0,1,100.4975
Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,Standard,1366,768,Yes,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,32,0,0,Intel,1,0,93.75
Dell,Inspiron 5570,Ultrabook,15.6,8,Windows 10,1.9,663.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 530,Budget,1024,0,0,Intel,0,1,82.875
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2027.42,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,Premium,512,1,1,Intel,0,1,126.71375
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1304.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,0,1,163.0
MSI,GP72MVR 7RFX,Gaming,17.3,8,Windows 10,2.7,1409.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Mid-Range,1152,1,0,Intel,0,1,176.125
HP,Zbook 15,Workstation,15.6,8,Windows 10,2.6,1738.27,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,Premium,256,1,0,Intel,0,1,217.28375
Toshiba,Tecra A50-C-21G,Notebook,15.6,16,Windows 10,2.4,1403.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,GeForce 930M,Mid-Range,512,1,1,Intel,0,1,87.6875
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,970.9,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,Mid-Range,2176,1,0,Intel,0,1,121.3625
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,321.99,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,1024,0,0,Intel,0,0,80.4975
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.65,999.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,1024,0,0,Intel,0,1,124.875
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.36,557.37,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,Budget,2048,0,0,Intel,0,0,69.67125
Dell,Latitude 7480,Notebook,14.0,8,Windows 10,1.36,1427.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,1,1,178.375
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,439.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,500,0,0,Intel,0,0,109.75
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,Windows 10,2.0,945.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,0,1,118.125
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,719.0,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 940MX,Budget,1152,1,0,Intel,0,0,119.83333333333333
HP,250 G6,Notebook,15.6,8,Windows 10,1.86,639.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,1024,0,0,Intel,0,1,79.875
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,499.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,256,0,SSD,No,Nvidia,GeForce 920MX ,Budget,256,1,0,Intel,0,0,62.375
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,389.0,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405,Budget,2048,0,0,Intel,0,0,48.625
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,Mid-Range,1152,1,0,Intel,0,1,135.625
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,809.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Mid-Range,1152,1,0,Intel,0,1,101.125
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.33,899.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,Mid-Range,256,1,0,Intel,0,1,112.375
HP,Elitebook 1040,Ultrabook,14.0,8,Windows 10,1.36,1750.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,256,1,0,Intel,1,1,218.75
Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GT 940MX,Mid-Range,2560,1,0,Intel,0,1,91.58333333333333
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,426.0,Standard,1366,768,No,No,No,AMD,3.0,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,Budget,128,1,0,AMD,0,0,106.5
Asus,Rog Strix,Gaming,17.3,16,Windows 10,3.25,2199.0,Full HD,1920,1080,No,Yes,No,AMD,3.0,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,Premium,1280,1,1,AMD,0,1,137.4375
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.6,489.0,Standard,1600,900,No,No,No,AMD,2.2,A8-Series 7410,128,0,SSD,No,AMD,Radeon R5,Budget,128,1,0,AMD,0,0,122.25
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,256,1,0,Intel,1,1,108.62625
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.91,488.99,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,Budget,256,1,0,AMD,0,1,122.2475
Lenovo,Yoga 11e,Netbook,11.6,4,Windows 10,1.59,553.0,Standard,1366,768,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,Budget,128,1,0,Intel,1,0,138.25
Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,1.8,309.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,Budget,500,0,0,Intel,1,0,77.25
Asus,VivoBook E403NA,Notebook,14.0,4,Windows 10,1.5,286.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,32,0,0,Intel,1,0,71.5
Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,846.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,1024,0,0,Intel,0,1,105.75
HP,Omen 17-w212nv,Gaming,17.3,8,Windows 10,3.35,1191.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Mid-Range,1152,1,0,Intel,0,1,148.875
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,No OS,1.85,403.5,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Budget,128,1,0,Intel,0,1,100.875
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1655.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Premium,1152,1,0,Intel,0,1,206.875
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,Windows 10,1.5,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,Mid-Range,256,1,0,Intel,1,1,137.375
Asus,Zenbook Flip,Ultrabook,13.3,16,Windows 10,1.1,1748.9,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,512,1,1,Intel,1,1,109.30625
Lenovo,Thinkpad X1,Ultrabook,14.0,8,Windows 10,1.13,2282.0,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,512,1,0,Intel,1,1,285.25
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Windows 10,1.5,549.0,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,Budget,128,1,0,Intel,1,1,137.25
Dell,Precision 3510,Workstation,15.6,8,Windows 10,2.23,1369.0,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 6440HQ,500,0,HDD,No,AMD,FirePro W5130M,Mid-Range,500,0,0,Intel,0,1,171.125
Dell,Precision 5520,Workstation,15.6,8,Windows 10,2.0,2135.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M1200,Premium,256,1,0,Intel,0,1,266.875
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,512,1,1,Intel,1,1,156.8125
Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Windows 10,3.0,1039.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,1024,0,0,Intel,0,1,129.875
Asus,Rog GL753VE-GC070T,Gaming,17.3,16,Windows 10,3.0,1591.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,1280,1,1,Intel,0,1,99.4375
Acer,Aspire 5,Notebook,15.6,12,Windows 10,2.2,693.99,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,Budget,1024,0,0,Intel,0,0,57.8325
MSI,Leopard GP72M,Gaming,17.3,8,Windows 10,2.7,1349.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,Mid-Range,256,1,0,Intel,0,1,168.625
Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.33,778.87,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,Budget,256,1,0,Intel,0,1,97.35875
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,Windows 10,1.91,499.0,Full HD,1920,1080,No,No,No,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon 520,Budget,256,1,0,AMD,0,1,124.75
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1229.56,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,Mid-Range,256,1,0,Intel,0,1,153.695
Lenovo,ThinkPad L470,Notebook,14.0,8,Windows 10,1.9,938.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,0,1,117.25
Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2712.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,Premium,256,1,0,Intel,1,1,339.0
Lenovo,Thinkpad X1,Ultrabook,14.0,16,Windows 10,1.13,2625.0,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,Premium,1024,1,1,Intel,1,1,164.0625
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,306.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,1024,0,0,Intel,0,0,76.5
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,2.9,1529.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,1280,1,1,Intel,0,1,95.5625
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1144.5,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,Mid-Range,1280,1,0,Intel,0,1,143.0625
Acer,Aspire 7,Notebook,15.6,8,Linux,2.5,879.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Mid-Range,256,1,0,Intel,0,1,109.875
MSI,GE73VR 7RF,Gaming,17.3,16,Windows 10,2.8,2249.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Premium,1280,1,1,Intel,0,1,140.5625
Asus,Zenbook 3,Ultrabook,14.0,8,Windows 10,1.1,1873.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,512,1,0,Intel,1,1,234.125
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,Windows 10,1.2,1747.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,Premium,512,1,1,Intel,1,1,109.1875
Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1680.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Intel,HD Graphics,Premium,512,1,0,Intel,1,1,210.0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,409.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,500,0,0,Intel,0,1,102.25
Lenovo,Lenovo IdeaPad,Notebook,11.6,2,Windows 10,1.15,304.45,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,32,0,0,Intel,1,0,152.225
Lenovo,ThinkPad P51,Workstation,15.6,8,Windows 10,2.67,1925.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,Quadro M1200,Premium,512,1,0,Intel,0,1,240.625
Lenovo,Thinkpad T470p,Ultrabook,14.0,8,Windows 10,1.7,1943.0,Full HD,2560,1440,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GT 940MX,Premium,512,1,0,Intel,1,1,242.875
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,469.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,Budget,1024,0,0,Intel,0,1,117.25
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Budget,256,1,0,Intel,1,1,98.62625
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,1,1,116.0
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.3,598.9,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M430,Budget,256,1,0,Intel,0,1,149.725
Dell,Latitude 3380,Notebook,13.3,4,Windows 10,1.65,689.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Budget,128,1,0,Intel,1,0,172.25
HP,EliteBook 1040,Ultrabook,14.0,8,Windows 10,1.43,1500.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,Mid-Range,256,1,0,Intel,1,1,187.5
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.14,539.95,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,1024,0,0,Intel,0,0,67.49375
Lenovo,ThinkPad E480,Ultrabook,14.0,8,Windows 10,1.75,1215.38,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,Mid-Range,256,1,0,Intel,1,1,151.9225
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,16,Windows 10,2.0,1899.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,Premium,512,1,1,Intel,0,1,118.6875
Chuwi,LapBook 12.3,Notebook,12.3,6,Windows 10,1.4,449.0,Standard,2736,1824,No,Yes,Yes,Intel,1.1,Celeron Quad Core N3450,64,0,Flash Storage,No,Intel,HD Graphics 500,Budget,64,0,0,Intel,1,1,74.83333333333333
HP,ProBook 650,Notebook,15.6,8,Windows 10,2.31,1427.0,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Intel,HD Graphics 630,Mid-Range,256,1,0,Intel,0,1,178.375
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,8,Linux,2.3,597.0,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 940MX,Budget,1024,0,0,Intel,0,1,74.625
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,2799.0,Standard,2560,1440,No,Yes,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Premium,1280,1,1,Intel,0,1,174.9375
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.62,1159.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Mid-Range,1152,1,0,Intel,0,1,144.875
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,1142.4,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,Mid-Range,2304,1,0,Intel,0,1,142.8
Dell,Latitude 5480,Ultrabook,14.0,8,Linux,1.6,1099.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,1,1,137.375
HP,Omen 17-w207nv,Gaming,17.3,12,Windows 10,3.35,1999.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Premium,1280,1,0,Intel,0,1,166.58333333333334
Mediacom,FlexBook Edge,2 in 1 Convertible,11.6,4,Windows 10,1.16,299.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,SSD,No,Intel,HD Graphics 500,Budget,32,1,0,Intel,1,1,74.75
Samsung,Chromebook 3,Netbook,11.6,4,Chrome OS,1.15,269.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,Budget,16,0,0,Intel,1,0,67.25
Lenovo,Thinkpad 13,Notebook,13.3,8,Windows 10,1.4,1010.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,1,1,126.25
Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,4,Windows 10,1.7,599.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,Budget,128,1,0,Intel,1,1,149.75
Lenovo,Thinkpad T570,Workstation,15.6,16,Windows 10,2.3,2445.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Nvidia,GeForce 940MX,Premium,512,1,1,Intel,0,1,152.8125
Lenovo,Thinkpad P51,Notebook,15.6,16,Windows 10,2.5,2449.0,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Nvidia,Quadro M2200M,Premium,512,1,1,Intel,0,1,153.0625
Asus,Rog Strix,Gaming,17.3,8,Windows 10,3.2,1695.0,Full HD,1920,1080,No,No,No,AMD,3.2,Ryzen 1600,256,1024,SSD,HDD,AMD,Radeon RX 580,Premium,1280,1,0,AMD,0,1,211.875
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,347.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,Budget,500,0,0,Intel,0,0,86.75
Google,Pixelbook (Core,Ultrabook,12.3,16,Chrome OS,1.1,2199.0,Standard,2400,1600,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,Premium,512,1,1,Intel,1,1,137.4375
Lenovo,ThinkPad T470s,Ultrabook,14.0,24,Windows 10,1.32,2382.0,Standard,2560,1440,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,Premium,512,1,1,Intel,1,1,99.25
Asus,VivoBook Max,Notebook,15.6,4,Linux,2.0,559.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Budget,256,1,0,Intel,0,1,139.75
Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,Windows 10,2.8,519.0,Standard,1600,900,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,Budget,1024,0,0,AMD,0,0,64.875
Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,749.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,Budget,256,1,0,Intel,0,1,187.25
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,1429.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,256,1,0,Intel,1,1,178.625
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,349.0,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,Budget,128,1,0,Intel,0,1,87.25
HP,Omen 15-AX205na,Gaming,15.6,8,Windows 10,2.2,1099.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Mid-Range,1152,1,0,Intel,0,1,137.375
Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.64,1179.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,Mid-Range,256,1,0,Intel,1,1,147.375
Acer,Aspire ES1-572,Notebook,15.6,4,Linux,2.4,441.8,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,Budget,500,0,0,Intel,0,0,110.45
